diviziune,grupa,clasa,denumire,nivel
1,841,8412,"Reglementarea activitatilor organismelor care presteaza servicii in domeniul ingrijirii sanatatii, invatamantului, culturii si al altor activitati sociale, exceptand protectia sociala",3
1,841,8413,Reglementarea si eficientizarea activitatilor economice,3
1,842,,Activitati de servicii pentru societate,2
1,842,8421,Activitati de afaceri externe 25 25,3
1,842,8422,Activitati de aparare nationala,3
1,842,8423,Activitati de justitie,3
1,842,8424,Activitati de ordine publica si de protectie civila,3
1,842,8425,Activitati de lupta impotriva incendiilor si de prevenire a acestora,3
1,843,,Activitati de protectie sociala obligatorie,2
1,843,8430,Activitati de protectie sociala obligatorie SECTIUNEA Q - INVATAMANT 85 Invatamant,3
1,851,,Invatamant prescolar,2
1,851,8510,Invatamant prescolar,3
1,852,,Invatamant primar,2
1,852,8520,Invatamant primar,3
1,853,,Invatamant secundar,2
1,853,8531,Invatamant secundar general,3
1,853,8532,"Invatamant secundar, tehnic sau profesional",3
1,853,8533,"Invatamant post-secundar, non-universitar",3
1,854,,Invatamant superior,2
1,854,8540,Invatamant superior universitar,3
1,855,,Alte forme de invatamant,2
1,855,8551,Invatamant in domeniul sportiv si recreational,3
1,855,8552,"Invatamant in domeniul cultural (muzica, teatru, dans, arte plastice, etc.)",3
1,855,8553,Scoli de conducere (pilotaj),3
1,855,8559,Alte forme de invatamant n.c.a.,3
1,856,,Activitati de servicii suport pentru invatamant,2
1,856,8561,"Activitati de intermediere pentru cursuri si tutori (indrumatori, profesori)",3
1,856,8569,Activitati de servicii suport pentru invatamant SECTIUNEA R - SANATATE SI ASISTENTA SOCIALA 86 Activitati referitoare la sanatatea umana,3
1,861,,Activitati de asistenta spitaliceasca,2
1,861,8610,Activitati de asistenta spitaliceasca,3
1,862,,Activitati de asistenta medicala ambulatorie si stomatologica,2
1,862,8621,Activitati de asistenta medicala generala,3
1,862,8622,Activitati de asistenta medicala specializata,3
1,862,8623,Activitati de asistenta stomatologica,3
1,869,,Alte activitati referitoare la sanatatea umana,2
1,869,8691,Servicii de diagnostic imagistic si activitati ale laboratoarelor medicale,3
1,869,8692,Transportul pacientilor cu ambulanta,3
1,869,8693,"Activitati ale psihologilor si psihoterapeutilor, cu exceptia medicilor",3
1,869,8694,Activitati ale infirmierelor si moaselor 26 26,3
1,869,8695,Activitati de fizioterapie,3
1,869,8696,"Activitati de medicina traditionala, complementara si alternativa",3
1,869,8697,"Servicii de intermediere pentru servicii medicale, stomatologice si pentru alte servicii referitoare la sanatatea umana",3
1,869,8699,"Alte activitati referitoare la sanatatea umana n.c.a. 87 Servicii combinate de ingrijire medicala si asistenta sociala, cu cazare",3
1,871,,Activitati ale centrelor de ingrijire medicala,2
1,871,8710,Activitati ale centrelor de ingrijire medicala,3
1,872,,"Activitati ale centrelor de recuperare pshica si de dezintoxicare, exclusiv spitale",2
1,872,8720,"Activitati ale centrelor de recuperare pshica si de dezintoxicare, exclusiv spitale",3
1,873,,Activitati ale caminelor de batrani si ale caminelor pentru persoane cu dizabilitati aflate in incapacitate de a se ingriji singure,2
1,873,8730,Activitati ale caminelor de batrani si ale caminelor pentru persoane cu dizabilitati aflate in incapacitate de a se ingriji singure,3
1,879,,"Alte activitati de asistenta sociala, cu cazare",2
1,879,8791,Activitati de intermediere pentru servicii de ingrijire la domiciliu,3
1,879,8799,"Alte activitati de asistenta sociala, cu cazare n.c.a. 88 Activitati de asistenta sociala, fara cazare",3
1,881,,"Activitati de asistenta sociala, fara cazare, pentru batrani si pentru persoane cu dizabilitati aflate in incapacitate de a se ingriji singure",2
1,881,8810,"Activitati de asistenta sociala, fara cazare, pentru batrani si pentru persoane cu dizabilitati aflate in incapacitate de a se ingriji singure",3
1,889,,"Alte activitati de asistenta sociala, fara cazare",2
1,889,8891,Activitati de ingrijire zilnica pentru copii,3
1,889,8899,"Alte activitati de asistenta sociala, fara cazare, n.c.a. SECTIUNEA S - ACTIVITATI DE SPECTACOLE, CULTURALE, SPORTIVE SI RECREATIVE 90 Activitati de creatie si interpretare artistica",3
1,901,,Activitati de creatie artistica,2
1,901,9011,Activitati de creatie literara si compozitie muzicala,3
1,901,9012,Activitati de creatie in domeniul artelor vizuale,3
1,901,9013,Alte activitati de creatie artistica,3
1,902,,Activitati de interpretare artistica (spectacole),2
1,902,9020,Activitati de interpretare artistica (spectacole),3
1,903,,Activitati suport pentru creatie si interpretare artistica,2
1,903,9031,Activitati de gestionare a salilor si amplasamentelor de spectacole,3
1,903,9039,"Alte activitati suport pentru creatie si interpretare artistica 91 Activitati ale bibliotecilor, arhivelor, muzeelor si alte activitati culturale",3
1,911,,Activitati ale bibliotecilor si arhivelor 27 27,2
1,911,9111,Activitati ale bibliotecilor,3
1,911,9112,Activitati ale arhivelor,3
1,912,,"Activitati ale muzeelor, colectiilor, siturilor si monumentelor istorice",2
1,912,9121,Activitati ale muzeelor si colectiilor,3
1,912,9122,Activitati ale siturilor si monumentelor istorice,3
1,913,,"Activitati de conservare, restaurare si alte activitati suport pentru patrimoniul cultural",2
1,913,9130,"Activitati de conservare, restaurare si alte activitati suport pentru patrimoniul cultural",3
1,914,,"Activitati ale gradinilor botanice, zoologice si ale rezervatiilor naturale",2
1,914,9141,Activitati ale gradinilor botanice si zoologice,3
1,914,9142,Activitati ale rezervatiilor naturale 92 Activitati de jocuri de noroc si pariuri,3
1,920,,Activitati de jocuri de noroc si pariuri,2
1,920,9200,"Activitati de jocuri de noroc si pariuri 93 Activitati spotive, recreative si distractive",3
1,931,,Activitati sportive,2
1,931,9311,Activitati ale bazelor sportive,3
1,931,9312,Activitati ale cluburilor sportive,3
1,931,9313,Activitati ale centrelor de fitness,3
1,931,9319,Alte activitati sportive n.c.a,3
1,932,,Alte activitati recreative si distractive,2
1,932,9321,Activitati ale parcurilor tematice si de distractii,3
1,932,9329,Alte activitati recreative si distractive n.c.a. SECTIUNEA T - ALTE ACTIVITATI DE SERVICII 94 Activitati asociative diverse,3
1,941,,"Activitati ale organizatiilor economice, patronale si profesionale",2
1,941,9411,Activitati ale organizatiilor economice si patronale,3
1,941,9412,Activitati ale organizatiilor profesionale,3
1,942,,Activitati ale sindicatelor salariatilor,2
1,942,9420,Activitati ale sindicatelor salariatilor,3
1,949,,Alte activitati asociative,2
1,949,9491,Activitati ale organizatiilor religioase,3
1,949,9492,Activitati ale organizatiilor politice,3
1,949,9499,"Activitati ale altor organizatii n.c.a. 95 Repararea si intretinerea calculatoarelor, a articolelor personale si de uz gospodaresc, a autovehiculelor si motocicletelor",3
1,951,,Repararea si intretinerea calculatoarelor si a echipamentelor de comunicatii,2
1,951,9510,Repararea si intretinerea calculatoarelor si a echipamentelor de comunicatii 28 28,3
1,952,,Repararea si intretinerea articolelor personale si de uz gospodaresc,2
1,952,9521,Repararea si intretinerea aparatelor electronice de uz casnic,3
1,952,9522,Repararea si intretinerea dispozitivelor de uz gospodaresc si a echipamentelor pentru casa si gradina,3
1,952,9523,Repararea si intretinerea incaltamintei si a articolelor din piele,3
1,952,9524,Repararea si intretinerea mobilei si a furniturilor casnice,3
1,952,9525,Repararea si intretinerea ceasurilor si a bijuteriilor,3
1,952,9529,Repararea si intretinerea articolelor de uz personal si gospodaresc n.c.a.,3
1,953,,Repararea si intretinerea autovehiculelor si motocicletelor,2
1,953,9531,Repararea si intretinerea autovehiculelor,3
1,953,9532,Repararea si intretinerea motocicletelor,3
1,954,,"Servicii de intermediere pentru repararea si intretinerea calculatoarelor, a articolelor personale si de uz gospodaresc, a autovehiculelor si motocicletelor",2
1,954,9540,"Servicii de intermediere pentru repararea si intretinerea calculatoarelor, a articolelor personale si de uz gospodaresc, a autovehiculelor si motocicletelor 96 Alte activitati de servicii",3
1,961,,Spalarea si curatarea articolelor textile si a produselor din blana,2
1,961,9610,Spalarea si curatarea articolelor textile si a produselor din blana,3
1,962,,"Coafura, activitati de infrumusetare, tratamente spa si alte activitati similare",2
1,962,9621,Activitati de coafura si frizerie,3
1,962,9622,Activitati de tratament si infrumusetare,3
1,962,9623,"Activitati ale centrelor spa, saunelor si bailor de abur",3
1,963,,Activitati de pompe funebre si similare,2
1,963,9630,Activitati de pompe funebre si similare,3
1,964,,Activitati de intermediere pentru servicii personale,2
1,964,9640,Activitati de intermediere pentru servicii personale,3
1,969,,Alte servicii personale,2
1,969,9691,Activitati de servicii personale la domiciliu,3
1,969,9699,Alte servicii personale n.c.a. SECTIUNEA U – ACTIVITATI ALE GOSPODARIILOR PRIVATE IN CALITATE DE ANGAJATOR DE PERSONAL CASNIC; ACTIVITATI ALE GOSPODARIILOR PRIVATE DE PRODUCERE DE BUNURI SI SERVICII DESTINATE CONSUMULUI PROPRIU 97 Activitati ale gospodariilor private in calitate de angajator de personal casnic,3
1,970,,Activitati ale gospodariilor private in calitate de angajator de personal casnic,2
1,970,9700,Activitati ale gospodariilor private in calitate de angajator de personal casnic 98 Activitati ale gospodariilor private de producere de bunuri si servicii destinate consumului propriu Activitati ale gospodariilor private de producere de bunuri destinate consumului,3
1,981,,propriu 29 29,2
1,981,9810,Activitati ale gospodariilor private de producere de bunuri destinate consumului propriu,3
1,982,,Activitati ale gospodariilor private de producere de servicii pentru scopuri proprii,2
1,982,9820,Activitati ale gospodariilor private de producere de servicii pentru scopuri proprii SECTIUNEA V - ACTIVITATI ALE ORGANIZATIILOR SI ORGANISMELOR EXTRATERITORIALE 99 Activitati ale organizatiilor si organismelor extrateritoriale,3
1,990,,Activitati ale organizatiilor si organismelor extrateritoriale,2
1,990,9900,Activitati ale organizatiilor si organismelor extrateritoriale 30 30,3
